rank,module,uri,name,action,status,avg_ms,min_ms,max_ms,runs_ms,bytes,app_ms,queries,query_ms,gzip_ms,gzip_raw_bytes,gzip_bytes,slowest_queries,final_url,error
17,masraf-takip,admin/masraf-takip/tanimlar/projeler,filament.admin.masraf-takip.pages.tanimlar.projeler,"App\Filament\Clusters\MasrafTakip\Pages\IsletmeProjeleriSayfasi",200,3285.69,3285.69,3285.69,3285.69,204632,787.54,5,6.11,3.2,204632,27974,"2.2ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.25ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 1.21ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.75ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.7ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/proje-yonetimi/projeler,
18,product-categories,admin/product-categories,admin.legacy-web-products.product-categories.index-redirect,"Illuminate\Routing\RedirectController",200,3280.06,3280.06,3280.06,3280.06,186190,754.08,5,4.48,2.86,186190,25953,"1.25ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.94ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.9ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.81ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.58ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/web/urunler/urun-kategorileri,
19,muhasebe,admin/muhasebe/satis/kasa-satis,filament.admin.muhasebe.pages.satis.kasa-satis,"App\Filament\Clusters\Muhasebe\Pages\KasaSatis",200,3261.07,3261.07,3261.07,3261.07,182121,658.17,4,2.9,2.54,182121,25510,"1.2ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.73ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.55ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.42ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/finans/finans-hareketleri,
20,muhasebe,admin/muhasebe/tanimlar/marka-ureticileri,filament.admin.muhasebe.resources.tanimlar.marka-ureticileri.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaUreticiTanimKaynagi\Pages\ListMuhasebeMarkaUreticileri",200,3259.2,3259.2,3259.2,3259.2,181834,828.92,4,2.62,2.56,181834,25845,"1.01ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.61ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.51ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/marka-ureticileri,
21,muhasebe,admin/muhasebe/sistem-olaylari,filament.admin.muhasebe.pages.sistem-olaylari,"App\Filament\Clusters\Muhasebe\Pages\SistemOlaylariSayfasi",200,3246.58,3246.58,3246.58,3246.58,332610,917.16,8,20.59,4.18,332610,31699,"16.03ms select distinct `tip` from `sistem_olaylari` order by `tip` asc || 1.16ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.7ms select count(*) as aggregate from `sistem_olaylari` || 0.65ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select `id`, `created_at`, `seviye`, `tip`, `mesaj`, `firma_id` from `sistem_olaylari` order by `id` desc, `id` desc limit 10 offset 0",http://127.0.0.1:8000/admin/muhasebe/sistem-olaylari,
22,e-ticaret,admin/e-ticaret/bildirim-yonetimi/loglar,filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar,"App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi",200,3193.2,3193.2,3193.2,3193.2,176579,2204.34,6,9.34,2.5,176579,24577,"5.5ms select count(*) as aggregate from `ecommerce_bildirim_loglari` where `firma_id` = ? || 1.12ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.73ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.71ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.71ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/e-ticaret/bildirim-yonetimi/loglar,
23,muhasebe,admin/muhasebe/stok,filament.admin.muhasebe.pages.stok,"App\Filament\Clusters\Muhasebe\Pages\Stok",200,2908.29,2908.29,2908.29,2908.29,131874,592.32,3,2.06,2.03,131874,20827,"1.04ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.51ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.51ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/stok,
24,muhasebe,admin/muhasebe/satis/pos-satis,filament.admin.muhasebe.pages.satis.pos-satis,"App\Filament\Clusters\Muhasebe\Pages\PosSatis",200,2896.64,2896.64,2896.64,2896.64,182121,637.68,4,2.9,4.16,182121,25512,"1.21ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.64ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.51ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/finans/finans-hareketleri,
25,muhasebe,admin/muhasebe/masraflar,admin.legacy-muhasebe.masraflar,Closure,200,2873.26,2873.26,2873.26,2873.26,169701,667.03,6,4.1,2.65,169701,25194,"1.3ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.75ms select `id`, `ad`, `ust_kategori_id` from `masraf_kategorileri` where `firma_id` = ? and `aktif_mi` = ? order by `sira` asc, `ad` asc || 0.59ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.55ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.5ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/masraf-takip/masraflar,
26,muhasebe,admin/muhasebe/satis/banka-satis,filament.admin.muhasebe.pages.satis.banka-satis,"App\Filament\Clusters\Muhasebe\Pages\BankaSatis",200,2857.25,2857.25,2857.25,2857.25,182121,649.23,4,3.34,2.61,182121,25509,"1.51ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.66ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.59ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.58ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/finans/finans-hareketleri,
27,sekreter,admin/sekreter,filament.admin.sekreter,"App\Filament\Clusters\Sekreter",200,2840.41,2840.41,2840.41,2840.41,150461,631.11,6,6.91,2.12,150461,22211,"3.69ms select count(*) as aggregate from `sekreter_randevulari` where `sekreter_randevulari`.`deleted_at` is null || 1.35ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.53ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.5ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.47ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sekreter/randevular,
28,admin,admin,filament.admin.pages.dashboard,"App\Filament\Pages\Dashboard",200,2758.34,2758.34,2758.34,2758.34,132880,1064.88,9,22.55,2.11,132880,21296,"14.78ms select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, generation_expression as `expression`, extra as `extra` from information_schema.columns where table_schema = 'yalovayazilimsaas' and table_name = 'users' order by ordinal_position asc || 2.36ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'denetim_kayitlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 1.2ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 1.16ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 1.13ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'users' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin,
29,teknik-servis,admin/teknik-servis/sablonlar/whatsapp-sablonlari,filament.admin.teknik-servis.pages.sablonlar.whatsapp-sablonlari,"App\Filament\Clusters\TeknikServis\Pages\WhatsappSablonlariSayfasi",200,2678.16,2678.16,2678.16,2678.16,141943,1084.04,4,8.92,2.38,141943,22292,"3.87ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 2.95ms select `id`, `firma_id`, `kanal`, `kod`, `ad`, `aktif`, `siralama`, `updated_at` from `teknik_servis_mesaj_sablonlari` where `kanal` = ? order by `siralama` asc, `ad` asc limit 100 || 1.07ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 1.03ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/sablonlar/whatsapp-sablonlari,
30,teknik-servis,admin/teknik-servis/sablonlar/talep-formu,filament.admin.teknik-servis.pages.sablonlar.talep-formu,"App\Filament\Clusters\TeknikServis\Pages\ServisTalepFormuSablonuSayfasi",200,2603.49,2603.49,2603.49,2603.49,143218,1002.73,5,20.6,2.46,143218,21952,"14.37ms select `id`, `firma_id`, `sablon_turu`, `ad`, `kod`, `sayfa_tipi`, `sablon_logo`, `varsayilan_mi`, `aktif` from `teknik_servis_baski_sablonlari` where `firma_id` = ? and `sablon_turu` = ? and `kod` != ? order by `varsayilan_mi` desc, `sayfa_tipi` asc, `ad` asc || 2.33ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.41ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 1.38ms select exists(select * from `teknik_servis_baski_sablonlari` where `firma_id` = ? and `sablon_turu` = ?) as `exists` || 1.11ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/sablonlar/talep-formu,
31,teknik-servis,admin/teknik-servis/sablonlar/teslim-belgesi,filament.admin.teknik-servis.pages.sablonlar.teslim-belgesi,"App\Filament\Clusters\TeknikServis\Pages\TeslimEdildiBelgesiSablonuSayfasi",200,2575.96,2575.96,2575.96,2575.96,143272,1215.44,5,9.58,3.95,143272,21965,"3.63ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.92ms select exists(select * from `teknik_servis_baski_sablonlari` where `firma_id` = ? and `sablon_turu` = ?) as `exists` || 1.91ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 1.14ms select `id`, `firma_id`, `sablon_turu`, `ad`, `kod`, `sayfa_tipi`, `sablon_logo`, `varsayilan_mi`, `aktif` from `teknik_servis_baski_sablonlari` where `firma_id` = ? and `sablon_turu` = ? order by `varsayilan_mi` desc, `sayfa_tipi` asc, `ad` asc || 0.98ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/sablonlar/teslim-belgesi,
32,muhasebe,admin/muhasebe/finans/kasa-hesaplari,filament.admin.muhasebe.resources.finans.kasa-hesaplari.index,"App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\ListKasaHesaplari",200,2499.18,2499.18,2499.18,2499.18,309120,1318.87,7,47.67,4.9,309120,31811,"32.5ms select count(*) as aggregate from `kasa_hesaplari` where `kasa_hesaplari`.`deleted_at` is null || 5.79ms select `id`, `firma_id`, `ad`, `kod`, `para_birimi`, `durum`, `created_at`, (select sum(`kasa_hareketleri`.`tutar`) from `kasa_hareketleri` where `kasa_hesaplari`.`id` = `kasa_hareketleri`.`kasa_hesap_id` and `durum` = ?) as `aktif_bakiye` from `kasa_hesaplari` where `kasa_hesaplari`.`deleted_at` is null order by `created_at` desc limit 10 offset 0 || 2.77ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 2.3ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.87ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/finans/kasa-hesaplari,
33,e-ticaret,admin/e-ticaret/kargo-yonetimi,filament.admin.e-ticaret.pages.kargo-yonetimi,"App\Filament\Clusters\ETicaret\Pages\KargoYonetimiSayfasi",200,2409.74,2409.74,2409.74,2409.74,244884,1447.37,7,19.43,3.56,244884,29541,"10.97ms select count(*) as aggregate from `ecommerce_kargo_yontemleri` where `firma_id` = ? || 3.33ms select * from `ecommerce_kargo_yontemleri` where `firma_id` = ? order by `updated_at` desc limit 10 offset 0 || 2.08ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.59ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.56ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/e-ticaret/kargo-yonetimi,
